reportdate,pruid,prename,prfname,series_type,primary_series,first_additional_vaccine,second_additional_vaccine,primary_series_completed
"January 30, 2022",13,New Brunswick,Nouveau-Brunswick,3,All other series,Moderna Spikevax,Not reported,232
"January 30, 2022",13,New Brunswick,Nouveau-Brunswick,3,All other series,Have not received an additional dose,Have not received a 2nd additional dose,496
"January 30, 2022",13,New Brunswick,Nouveau-Brunswick,1,All other series,Have not received an additional dose,Have not received a 2nd additional dose,188
"January 30, 2022",24,Quebec,Québec,3,All other series,All other series,Not reported,3617838
"January 30, 2022",24,Quebec,Québec,3,All other series,Have not received an additional dose,Have not received a 2nd additional dose,3157900
"January 30, 2022",35,Ontario,Ontario,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Not reported,2567266
"January 30, 2022",35,Ontario,Ontario,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Not reported,998300
"January 30, 2022",35,Ontario,Ontario,2,Pfizer-BioNTech Comirnaty,All other series,Not reported,66
"January 30, 2022",35,Ontario,Ontario,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,3517152
"January 30, 2022",35,Ontario,Ontario,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,427357
"January 30, 2022",35,Ontario,Ontario,2,mRNA mixed series,Moderna Spikevax,Not reported,608232
"January 30, 2022",35,Ontario,Ontario,2,mRNA mixed series,All other series,Not reported,4
"January 30, 2022",35,Ontario,Ontario,2,mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,533667
"January 30, 2022",35,Ontario,Ontario,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Not reported,189566
"January 30, 2022",35,Ontario,Ontario,1,Moderna Spikevax,Moderna Spikevax,Not reported,840247
"January 30, 2022",35,Ontario,Ontario,2,Moderna Spikevax,All other series,Not reported,5
"January 30, 2022",35,Ontario,Ontario,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,860388
"January 30, 2022",35,Ontario,Ontario,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,229123
"January 30, 2022",35,Ontario,Ontario,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Not reported,304011
"January 30, 2022",35,Ontario,Ontario,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,All other series,Not reported,64
"January 30, 2022",35,Ontario,Ontario,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,111560
"January 30, 2022",35,Ontario,Ontario,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Not reported,149980
"January 30, 2022",35,Ontario,Ontario,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Not reported,57027
"January 30, 2022",35,Ontario,Ontario,1,AstraZeneca Vaxzevria/COVISHIELD,All other series,Not reported,55
"January 30, 2022",35,Ontario,Ontario,2,AstraZeneca Vaxzevria/COVISHIELD,All other series,Not reported,19
"January 30, 2022",35,Ontario,Ontario,1,AstraZeneca Vaxzevria/COVISHIELD,Have not received an additional dose,Have not received a 2nd additional dose,47941
"January 30, 2022",35,Ontario,Ontario,2,All other series,Pfizer-BioNTech Comirnaty,Not reported,2402
"January 30, 2022",35,Ontario,Ontario,2,All other series,Moderna Spikevax,Not reported,1394
"January 30, 2022",35,Ontario,Ontario,1,All other series,All other series,Not reported,128
"January 30, 2022",35,Ontario,Ontario,2,All other series,All other series,Not reported,5
"January 30, 2022",35,Ontario,Ontario,1,All other series,Have not received an additional dose,Have not received a 2nd additional dose,11216
"January 30, 2022",35,Ontario,Ontario,3,All other series,Have not received an additional dose,Have not received a 2nd additional dose,2646
"January 30, 2022",35,Ontario,Ontario,2,All other series,Have not received an additional dose,Have not received a 2nd additional dose,24933
"January 30, 2022",46,Manitoba,Manitoba,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Not reported,276143
"January 30, 2022",46,Manitoba,Manitoba,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Not reported,35490
"January 30, 2022",46,Manitoba,Manitoba,2,Pfizer-BioNTech Comirnaty,All other series,Not reported,21
"January 30, 2022",46,Manitoba,Manitoba,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,317486
"January 30, 2022",46,Manitoba,Manitoba,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,30714
"January 30, 2022",46,Manitoba,Manitoba,2,mRNA mixed series,Moderna Spikevax,Not reported,42379
"January 30, 2022",46,Manitoba,Manitoba,2,mRNA mixed series,All other series,Not reported,2
"January 30, 2022",46,Manitoba,Manitoba,2,mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,63820
"January 30, 2022",46,Manitoba,Manitoba,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Not reported,8906
"January 30, 2022",46,Manitoba,Manitoba,1,Moderna Spikevax,Moderna Spikevax,Not reported,73604
"January 30, 2022",46,Manitoba,Manitoba,2,Moderna Spikevax,All other series,Not reported,1
"January 30, 2022",46,Manitoba,Manitoba,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,110958
"January 30, 2022",46,Manitoba,Manitoba,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,25974
"January 30, 2022",46,Manitoba,Manitoba,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Not reported,31329
"January 30, 2022",46,Manitoba,Manitoba,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,All other series,Not reported,5
"January 30, 2022",46,Manitoba,Manitoba,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,16212
"January 30, 2022",46,Manitoba,Manitoba,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Not reported,3742
"January 30, 2022",46,Manitoba,Manitoba,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Not reported,1451
"January 30, 2022",46,Manitoba,Manitoba,1,AstraZeneca Vaxzevria/COVISHIELD,All other series,Not reported,10
"January 30, 2022",46,Manitoba,Manitoba,2,AstraZeneca Vaxzevria/COVISHIELD,All other series,Not reported,1
"January 30, 2022",46,Manitoba,Manitoba,1,AstraZeneca Vaxzevria/COVISHIELD,Have not received an additional dose,Have not received a 2nd additional dose,2917
"January 30, 2022",46,Manitoba,Manitoba,2,All other series,Pfizer-BioNTech Comirnaty,Not reported,197
"January 30, 2022",46,Manitoba,Manitoba,2,All other series,Moderna Spikevax,Not reported,83
"January 30, 2022",46,Manitoba,Manitoba,1,All other series,All other series,Not reported,10
"January 30, 2022",46,Manitoba,Manitoba,2,All other series,Have not received an additional dose,Have not received a 2nd additional dose,757
"January 30, 2022",46,Manitoba,Manitoba,1,All other series,Have not received an additional dose,Have not received a 2nd additional dose,1568
"January 30, 2022",47,Saskatchewan,Saskatchewan,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Not reported,273960
"January 30, 2022",47,Saskatchewan,Saskatchewan,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Not reported,1243
"January 30, 2022",47,Saskatchewan,Saskatchewan,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,292635
"January 30, 2022",47,Saskatchewan,Saskatchewan,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,16848
"January 30, 2022",47,Saskatchewan,Saskatchewan,2,mRNA mixed series,Moderna Spikevax,Not reported,13912
"January 30, 2022",47,Saskatchewan,Saskatchewan,2,mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,20779
"January 30, 2022",47,Saskatchewan,Saskatchewan,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Not reported,2259
"January 30, 2022",47,Saskatchewan,Saskatchewan,1,Moderna Spikevax,Moderna Spikevax,Not reported,78506
"January 30, 2022",47,Saskatchewan,Saskatchewan,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,75618
"January 30, 2022",47,Saskatchewan,Saskatchewan,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,43117
"January 30, 2022",47,Saskatchewan,Saskatchewan,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Not reported,8132
"January 30, 2022",47,Saskatchewan,Saskatchewan,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,8917
"January 30, 2022",47,Saskatchewan,Saskatchewan,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Not reported,10230
"January 30, 2022",47,Saskatchewan,Saskatchewan,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Not reported,849
"January 30, 2022",47,Saskatchewan,Saskatchewan,1,AstraZeneca Vaxzevria/COVISHIELD,All other series,Not reported,43
"January 30, 2022",47,Saskatchewan,Saskatchewan,1,AstraZeneca Vaxzevria/COVISHIELD,Have not received an additional dose,Have not received a 2nd additional dose,2626
"January 30, 2022",47,Saskatchewan,Saskatchewan,2,All other series,Pfizer-BioNTech Comirnaty,Not reported,80
"January 30, 2022",47,Saskatchewan,Saskatchewan,1,All other series,Have not received an additional dose,Have not received a 2nd additional dose,1808
"January 30, 2022",48,Alberta,Alberta,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Not reported,848157
"January 30, 2022",48,Alberta,Alberta,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Not reported,92014
"January 30, 2022",48,Alberta,Alberta,3,Pfizer-BioNTech Comirnaty,All other series,Not reported,7
"January 30, 2022",48,Alberta,Alberta,2,Pfizer-BioNTech Comirnaty,All other series,Not reported,21
"January 30, 2022",48,Alberta,Alberta,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,1312204
"January 30, 2022",48,Alberta,Alberta,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,28862
"January 30, 2022",48,Alberta,Alberta,2,mRNA mixed series,Moderna Spikevax,Not reported,28253
"January 30, 2022",48,Alberta,Alberta,2,mRNA mixed series,All other series,Not reported,2
"January 30, 2022",48,Alberta,Alberta,2,mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,78422
"January 30, 2022",48,Alberta,Alberta,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Not reported,27306
"January 30, 2022",48,Alberta,Alberta,1,Moderna Spikevax,Moderna Spikevax,Not reported,224122
"January 30, 2022",48,Alberta,Alberta,2,Moderna Spikevax,All other series,Not reported,1
"January 30, 2022",48,Alberta,Alberta,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,306337
"January 30, 2022",48,Alberta,Alberta,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,153113
"January 30, 2022",48,Alberta,Alberta,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Not reported,31767
"January 30, 2022",48,Alberta,Alberta,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,All other series,Not reported,25
"January 30, 2022",48,Alberta,Alberta,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,43260
"January 30, 2022",48,Alberta,Alberta,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Not reported,16809
"January 30, 2022",48,Alberta,Alberta,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Not reported,6557
"January 30, 2022",48,Alberta,Alberta,1,AstraZeneca Vaxzevria/COVISHIELD,All other series,Not reported,391
"January 30, 2022",48,Alberta,Alberta,3,AstraZeneca Vaxzevria/COVISHIELD,All other series,Not reported,1
"January 30, 2022",48,Alberta,Alberta,2,AstraZeneca Vaxzevria/COVISHIELD,All other series,Not reported,7
"January 30, 2022",48,Alberta,Alberta,1,AstraZeneca Vaxzevria/COVISHIELD,Have not received an additional dose,Have not received a 2nd additional dose,12811
"January 30, 2022",48,Alberta,Alberta,2,All other series,Pfizer-BioNTech Comirnaty,Not reported,2
"January 30, 2022",48,Alberta,Alberta,3,All other series,Pfizer-BioNTech Comirnaty,Not reported,530
"January 30, 2022",48,Alberta,Alberta,3,All other series,Moderna Spikevax,Not reported,201
"January 30, 2022",48,Alberta,Alberta,2,All other series,Moderna Spikevax,Not reported,3
"January 30, 2022",48,Alberta,Alberta,3,All other series,All other series,Not reported,2
"January 30, 2022",48,Alberta,Alberta,2,All other series,Have not received an additional dose,Have not received a 2nd additional dose,29
"January 30, 2022",48,Alberta,Alberta,1,All other series,Have not received an additional dose,Have not received a 2nd additional dose,6440
"January 30, 2022",48,Alberta,Alberta,3,All other series,Have not received an additional dose,Have not received a 2nd additional dose,5389
"January 30, 2022",59,British Columbia,Colombie-Britannique,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Not reported,655834
"January 30, 2022",59,British Columbia,Colombie-Britannique,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Not reported,626465
"January 30, 2022",59,British Columbia,Colombie-Britannique,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,1399962
"January 30, 2022",59,British Columbia,Colombie-Britannique,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,62044
"January 30, 2022",59,British Columbia,Colombie-Britannique,2,mRNA mixed series,Moderna Spikevax,Not reported,115009
"January 30, 2022",59,British Columbia,Colombie-Britannique,2,mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,130580
"January 30, 2022",59,British Columbia,Colombie-Britannique,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Not reported,42681
"January 30, 2022",59,British Columbia,Colombie-Britannique,1,Moderna Spikevax,Moderna Spikevax,Not reported,292093
"January 30, 2022",59,British Columbia,Colombie-Britannique,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,491838
"January 30, 2022",59,British Columbia,Colombie-Britannique,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,32909
"January 30, 2022",59,British Columbia,Colombie-Britannique,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Not reported,90000
"January 30, 2022",59,British Columbia,Colombie-Britannique,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,48908
"January 30, 2022",59,British Columbia,Colombie-Britannique,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Not reported,37690
"January 30, 2022",59,British Columbia,Colombie-Britannique,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Not reported,51187
"January 30, 2022",59,British Columbia,Colombie-Britannique,1,AstraZeneca Vaxzevria/COVISHIELD,Have not received an additional dose,Have not received a 2nd additional dose,31947
"January 30, 2022",59,British Columbia,Colombie-Britannique,3,All other series,Pfizer-BioNTech Comirnaty,Not reported,2
"January 30, 2022",59,British Columbia,Colombie-Britannique,2,All other series,Pfizer-BioNTech Comirnaty,Not reported,5832
"January 30, 2022",59,British Columbia,Colombie-Britannique,2,All other series,Moderna Spikevax,Not reported,3123
"January 30, 2022",59,British Columbia,Colombie-Britannique,3,All other series,Moderna Spikevax,Not reported,2
"January 30, 2022",59,British Columbia,Colombie-Britannique,1,All other series,Have not received an additional dose,Have not received a 2nd additional dose,15365
"January 30, 2022",59,British Columbia,Colombie-Britannique,3,All other series,Have not received an additional dose,Have not received a 2nd additional dose,5
"January 30, 2022",59,British Columbia,Colombie-Britannique,2,All other series,Have not received an additional dose,Have not received a 2nd additional dose,1381
"January 30, 2022",60,Yukon,Yukon,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Not reported,156
"January 30, 2022",60,Yukon,Yukon,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Not reported,25
"January 30, 2022",60,Yukon,Yukon,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,2311
"January 30, 2022",60,Yukon,Yukon,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,16
"January 30, 2022",60,Yukon,Yukon,2,mRNA mixed series,Moderna Spikevax,Not reported,15
"January 30, 2022",60,Yukon,Yukon,2,mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,333
"January 30, 2022",60,Yukon,Yukon,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Not reported,1301
"January 30, 2022",60,Yukon,Yukon,1,Moderna Spikevax,Moderna Spikevax,Not reported,16427
"January 30, 2022",60,Yukon,Yukon,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,12390
"January 30, 2022",60,Yukon,Yukon,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,16
"January 30, 2022",60,Yukon,Yukon,1,All other series,All other series,Not reported,128
"January 30, 2022",60,Yukon,Yukon,1,All other series,Have not received an additional dose,Have not received a 2nd additional dose,121
"January 30, 2022",61,Northwest Territories,Territoires du Nord-Ouest,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Not reported,353
"January 30, 2022",61,Northwest Territories,Territoires du Nord-Ouest,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,2924
"January 30, 2022",61,Northwest Territories,Territoires du Nord-Ouest,2,mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,141
"January 30, 2022",61,Northwest Territories,Territoires du Nord-Ouest,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Not reported,599
"January 30, 2022",61,Northwest Territories,Territoires du Nord-Ouest,1,Moderna Spikevax,Moderna Spikevax,Not reported,15530
"January 30, 2022",61,Northwest Territories,Territoires du Nord-Ouest,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,11718
"January 30, 2022",61,Northwest Territories,Territoires du Nord-Ouest,1,All other series,All other series,Not reported,31
"January 30, 2022",61,Northwest Territories,Territoires du Nord-Ouest,1,All other series,Have not received an additional dose,Have not received a 2nd additional dose,14
"January 30, 2022",62,Nunavut,Nunavut,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Not reported,469
"January 30, 2022",62,Nunavut,Nunavut,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Not reported,74
"January 30, 2022",62,Nunavut,Nunavut,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,2700
"January 30, 2022",62,Nunavut,Nunavut,2,mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,52
"January 30, 2022",62,Nunavut,Nunavut,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Not reported,141
"January 30, 2022",62,Nunavut,Nunavut,1,Moderna Spikevax,Moderna Spikevax,Not reported,10892
"January 30, 2022",62,Nunavut,Nunavut,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,10671
"January 30, 2022",62,Nunavut,Nunavut,1,All other series,Have not received an additional dose,Have not received a 2nd additional dose,37
"January 22, 2022",1,Canada,Canada,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Not reported,4596313
"January 22, 2022",1,Canada,Canada,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Not reported,1682391
"January 22, 2022",1,Canada,Canada,3,Pfizer-BioNTech Comirnaty,All other series,Not reported,1923
"January 22, 2022",1,Canada,Canada,2,Pfizer-BioNTech Comirnaty,All other series,Not reported,95
"January 22, 2022",1,Canada,Canada,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,8059295
"January 22, 2022",1,Canada,Canada,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,583105
"January 22, 2022",1,Canada,Canada,2,mRNA mixed series,Moderna Spikevax,Not reported,841476
"January 22, 2022",1,Canada,Canada,2,mRNA mixed series,All other series,Not reported,7
"January 22, 2022",1,Canada,Canada,3,mRNA mixed series,All other series,Not reported,898
"January 22, 2022",1,Canada,Canada,2,mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,1049867
"January 22, 2022",1,Canada,Canada,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Not reported,265610
"January 22, 2022",1,Canada,Canada,1,Moderna Spikevax,Moderna Spikevax,Not reported,1547870
"January 22, 2022",1,Canada,Canada,3,Moderna Spikevax,All other series,Not reported,1696
"January 22, 2022",1,Canada,Canada,2,Moderna Spikevax,All other series,Not reported,7
"January 22, 2022",1,Canada,Canada,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,2229419
"January 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,509263
"January 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Not reported,475275
"January 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,All other series,Not reported,89
"January 22, 2022",1,Canada,Canada,3,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,All other series,Not reported,83
"January 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,288511
"January 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Not reported,216688
"January 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Not reported,112938
"January 22, 2022",1,Canada,Canada,3,AstraZeneca Vaxzevria/COVISHIELD,All other series,Not reported,4
"January 22, 2022",1,Canada,Canada,1,AstraZeneca Vaxzevria/COVISHIELD,All other series,Not reported,445
"January 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD,All other series,Not reported,22
"January 22, 2022",1,Canada,Canada,1,AstraZeneca Vaxzevria/COVISHIELD,Have not received an additional dose,Have not received a 2nd additional dose,106908
"January 22, 2022",1,Canada,Canada,3,All other series,Pfizer-BioNTech Comirnaty,Not reported,742
"January 22, 2022",1,Canada,Canada,2,All other series,Pfizer-BioNTech Comirnaty,Not reported,7576
"January 22, 2022",1,Canada,Canada,2,All other series,Moderna Spikevax,Not reported,4140
"January 22, 2022",1,Canada,Canada,3,All other series,Moderna Spikevax,Not reported,448
"January 22, 2022",1,Canada,Canada,3,All other series,All other series,Not reported,3155210
"January 22, 2022",1,Canada,Canada,1,All other series,All other series,Not reported,287
"January 22, 2022",1,Canada,Canada,2,All other series,All other series,Not reported,14179
"January 22, 2022",1,Canada,Canada,2,All other series,Have not received an additional dose,Have not received a 2nd additional dose,151743
"January 22, 2022",1,Canada,Canada,3,All other series,Have not received an additional dose,Have not received a 2nd additional dose,3615639
"January 22, 2022",1,Canada,Canada,1,All other series,Have not received an additional dose,Have not received a 2nd additional dose,36483
"January 22, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,238314
"January 22, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,90581
"January 22, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1,AstraZeneca Vaxzevria/COVISHIELD,Have not received an additional dose,Have not received a 2nd additional dose,450
"January 22, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2,All other series,Have not received an additional dose,Have not received a 2nd additional dose,121873
"January 22, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1,All other series,Have not received an additional dose,Have not received a 2nd additional dose,159
"January 22, 2022",11,Prince Edward Island,Île-du-Prince-Édouard,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Not reported,26388
"January 22, 2022",11,Prince Edward Island,Île-du-Prince-Édouard,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,62734
"January 22, 2022",11,Prince Edward Island,Île-du-Prince-Édouard,1,Moderna Spikevax,Moderna Spikevax,Not reported,7686
"January 22, 2022",11,Prince Edward Island,Île-du-Prince-Édouard,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,19542
"January 22, 2022",11,Prince Edward Island,Île-du-Prince-Édouard,1,AstraZeneca Vaxzevria/COVISHIELD,Have not received an additional dose,Have not received a 2nd additional dose,212
"January 22, 2022",11,Prince Edward Island,Île-du-Prince-Édouard,2,All other series,All other series,Not reported,14175
"January 22, 2022",11,Prince Edward Island,Île-du-Prince-Édouard,1,All other series,Have not received an additional dose,Have not received a 2nd additional dose,128
"January 22, 2022",11,Prince Edward Island,Île-du-Prince-Édouard,2,All other series,Have not received an additional dose,Have not received a 2nd additional dose,4261
"January 22, 2022",12,Nova Scotia,Nouvelle-Écosse,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Not reported,135157
"January 22, 2022",12,Nova Scotia,Nouvelle-Écosse,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Not reported,39396
"January 22, 2022",12,Nova Scotia,Nouvelle-Écosse,3,Pfizer-BioNTech Comirnaty,All other series,Not reported,1917
"January 22, 2022",12,Nova Scotia,Nouvelle-Écosse,2,Pfizer-BioNTech Comirnaty,All other series,Not reported,6
"January 22, 2022",12,Nova Scotia,Nouvelle-Écosse,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,275352
"January 22, 2022",12,Nova Scotia,Nouvelle-Écosse,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,27361
"January 22, 2022",12,Nova Scotia,Nouvelle-Écosse,2,mRNA mixed series,Moderna Spikevax,Not reported,49565
"January 22, 2022",12,Nova Scotia,Nouvelle-Écosse,3,mRNA mixed series,All other series,Not reported,898
"January 22, 2022",12,Nova Scotia,Nouvelle-Écosse,2,mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,87824
"January 22, 2022",12,Nova Scotia,Nouvelle-Écosse,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Not reported,9893
"January 22, 2022",12,Nova Scotia,Nouvelle-Écosse,1,Moderna Spikevax,Moderna Spikevax,Not reported,51509
"January 22, 2022",12,Nova Scotia,Nouvelle-Écosse,3,Moderna Spikevax,All other series,Not reported,1696
"January 22, 2022",12,Nova Scotia,Nouvelle-Écosse,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,68722
"January 22, 2022",12,Nova Scotia,Nouvelle-Écosse,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,20524
"January 22, 2022",12,Nova Scotia,Nouvelle-Écosse,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Not reported,23187
"January 22, 2022",12,Nova Scotia,Nouvelle-Écosse,3,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,All other series,Not reported,83
"January 22, 2022",12,Nova Scotia,Nouvelle-Écosse,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,14613
"January 22, 2022",12,Nova Scotia,Nouvelle-Écosse,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Not reported,491
